"No.","Time","Source","Destination","Protocol","Length","Info"
"264","11.204967","10.5.1.26","195.175.179.186","QUIC","81","Handshake, DCID=017eeeda0bc1412a"
"265","11.209786","10.5.1.26","199.165.136.100","TCP","54","49806  >  443 [ACK] Seq=1285 Ack=389 Win=252 Len=0"
"266","11.210320","10.5.1.26","195.175.179.186","QUIC","131","Handshake, DCID=017eeeda0bc1412a"
"267","11.210931","10.5.1.26","195.175.179.186","QUIC","115","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"268","11.211944","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"269","11.212074","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"270","11.212128","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"271","11.212168","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"272","11.212207","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"273","11.212277","10.5.1.26","195.175.179.186","QUIC","706","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"274","11.212328","10.5.1.26","195.175.179.186","QUIC","468","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"275","11.212762","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"276","11.212865","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"277","11.212919","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"278","11.212974","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"279","11.213041","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"280","11.213119","10.5.1.26","195.175.179.186","QUIC","825","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"281","11.213716","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"282","11.213890","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"283","11.213958","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"284","11.214024","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"285","11.215916","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"286","11.216086","10.5.1.26","195.175.179.186","QUIC","828","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"287","11.217022","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"288","11.217176","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"289","11.217252","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"290","11.217354","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"291","11.217433","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"292","11.217510","10.5.1.26","195.175.179.186","QUIC","259","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"293","11.225591","195.175.179.186","10.5.1.26","QUIC","345","Protected Payload (KP0)"
"294","11.225591","195.175.179.186","10.5.1.26","QUIC","346","Protected Payload (KP0)"
"295","11.225591","195.175.179.186","10.5.1.26","QUIC","103","Protected Payload (KP0)"
"296","11.225591","195.175.179.186","10.5.1.26","QUIC","63","Protected Payload (KP0)"
"297","11.225591","195.175.179.186","10.5.1.26","QUIC","112","Protected Payload (KP0)"
"298","11.225591","195.175.179.186","10.5.1.26","QUIC","65","Protected Payload (KP0)"
"299","11.226105","10.5.1.26","195.175.179.186","QUIC","73","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"300","11.226383","10.5.1.26","195.175.179.186","QUIC","73","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"301","11.242064","195.175.179.186","10.5.1.26","QUIC","65","Protected Payload (KP0)"
"302","11.242064","195.175.179.186","10.5.1.26","QUIC","65","Protected Payload (KP0)"
"303","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"304","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"305","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"306","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"307","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"308","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"309","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"310","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"311","11.242064","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"312","11.242064","195.175.179.186","10.5.1.26","QUIC","1494","Protected Payload (KP0)"
"313","11.242064","40.126.53.9","10.5.1.26","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"314","11.243124","10.5.1.26","195.175.179.186","QUIC","73","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"315","11.246334","10.5.1.26","40.126.53.9","TLSv1.2","320","Application Data"
"316","11.246590","10.5.1.26","40.126.53.9","TCP","1494","43175  >  443 [ACK] Seq=604 Ack=4008 Win=65280 Len=1440 [TCP PDU reassembled in 317]"
"317","11.246590","10.5.1.26","40.126.53.9","TLSv1.2","650","Application Data"
"318","11.276150","108.132.175.237","10.5.1.26","TCP","54","443  >  27640 [ACK] Seq=1 Ack=1 Win=8 Len=0"
"319","11.276406","10.5.1.26","108.132.175.237","TCP","54","[TCP ACKed unseen segment] 27640  >  443 [ACK] Seq=1 Ack=2 Win=254 Len=0"
"320","11.316957","40.126.53.9","10.5.1.26","TCP","54","443  >  43175 [ACK] Seq=4008 Ack=2640 Win=4194816 Len=0"
"321","11.363085","195.175.179.186","10.5.1.26","QUIC","1490","Protected Payload (KP0)"
"322","11.363085","195.175.179.186","10.5.1.26","QUIC","211","Protected Payload (KP0)"
"323","11.363085","195.175.179.186","10.5.1.26","QUIC","1063","Protected Payload (KP0)"
"324","11.364155","10.5.1.26","195.175.179.186","QUIC","77","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"325","11.395991","10.5.1.26","195.175.179.186","QUIC","74","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"326","11.396190","195.175.179.186","10.5.1.26","QUIC","101","Protected Payload (KP0)"
"327","11.396190","195.175.179.186","10.5.1.26","QUIC","63","Protected Payload (KP0)"
"328","11.396533","10.5.1.26","195.175.179.186","QUIC","77","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"329","11.400333","195.175.179.186","10.5.1.26","QUIC","64","Protected Payload (KP0)"
"332","11.424088","10.5.1.26","23.52.181.181","TCP","66","63014  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"333","11.424386","195.175.179.186","10.5.1.26","QUIC","1069","Protected Payload (KP0)"
"334","11.424386","195.175.179.186","10.5.1.26","QUIC","153","Protected Payload (KP0)"
"335","11.425108","10.5.1.26","195.175.179.186","QUIC","75","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"336","11.425470","10.5.1.26","195.175.179.186","QUIC","79","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"337","11.426091","195.175.179.186","10.5.1.26","QUIC","858","Protected Payload (KP0)"
"338","11.427251","10.5.1.26","195.175.179.186","QUIC","75","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"339","11.437276","195.175.179.186","10.5.1.26","QUIC","64","Protected Payload (KP0)"
"340","11.437564","10.5.1.26","195.175.179.186","QUIC","75","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"341","11.454667","40.126.53.9","10.5.1.26","TCP","1506","443  >  43175 [ACK] Seq=4008 Ack=2640 Win=4194816 Len=1452 [TCP PDU reassembled in 342]"
"342","11.454667","40.126.53.9","10.5.1.26","TLSv1.2","762","Application Data"
"343","11.454667","195.175.179.186","10.5.1.26","QUIC","148","Protected Payload (KP0)"
"344","11.454667","195.175.179.186","10.5.1.26","QUIC","1494","Protected Payload (KP0)"
"345","11.454667","195.175.179.186","10.5.1.26","QUIC","229","Protected Payload (KP0)"
"346","11.454667","195.175.179.186","10.5.1.26","QUIC","64","Protected Payload (KP0)"
"347","11.455061","10.5.1.26","40.126.53.9","TCP","54","43175  >  443 [ACK] Seq=2640 Ack=6168 Win=65280 Len=0"
"348","11.455501","10.5.1.26","195.175.179.186","QUIC","79","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"349","11.455772","10.5.1.26","195.175.179.186","QUIC","75","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"353","11.479090","195.175.179.186","10.5.1.26","QUIC","64","Protected Payload (KP0)"
"354","11.479501","10.5.1.26","195.175.179.186","QUIC","77","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"355","11.484884","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"356","11.511211","10.5.1.26","195.175.179.186","QUIC","1288","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"357","11.511479","10.5.1.26","195.175.179.186","QUIC","786","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"358","11.515494","23.52.181.181","10.5.1.26","TCP","66","443  >  63014 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"359","11.515710","10.5.1.26","23.52.181.181","TCP","54","63014  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"360","11.520715","10.5.1.26","23.52.181.181","TCP","1506","63014  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1452 [TCP PDU reassembled in 361]"
"361","11.520715","10.5.1.26","23.52.181.181","TLSv1.3","707","Client Hello (SNI=store-images.s-microsoft.com)"
"362","11.527389","195.175.179.186","10.5.1.26","QUIC","69","Protected Payload (KP0)"
"363","11.535951","195.175.179.186","10.5.1.26","QUIC","367","Protected Payload (KP0)"
"364","11.535951","195.175.179.186","10.5.1.26","QUIC","1494","Protected Payload (KP0)"
"365","11.535951","195.175.179.186","10.5.1.26","QUIC","1494","Protected Payload (KP0)"
"366","11.535951","195.175.179.186","10.5.1.26","QUIC","834","Protected Payload (KP0)"
"367","11.535951","195.175.179.186","10.5.1.26","QUIC","64","Protected Payload (KP0)"
"368","11.536683","10.5.1.26","195.175.179.186","QUIC","77","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"369","11.536890","10.5.1.26","195.175.179.186","QUIC","73","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"370","11.536981","10.5.1.26","195.175.179.186","QUIC","73","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"371","11.570929","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=1 Ack=2106 Win=68352 Len=0"
"372","11.570929","23.52.181.181","10.5.1.26","TLSv1.3","318","Server Hello, Change Cipher Spec, Application Data, Application Data"
"373","11.575221","195.175.179.186","10.5.1.26","QUIC","66","Protected Payload (KP0)"
"374","11.577235","10.5.1.26","23.52.181.181","TLSv1.3","134","Change Cipher Spec, Application Data"
"375","11.577414","10.5.1.26","23.52.181.181","TLSv1.3","146","Application Data"
"376","11.577778","10.5.1.26","23.52.181.181","TLSv1.3","743","Application Data"
"377","11.577925","10.5.1.26","23.52.181.181","TLSv1.3","198","Application Data"
"378","11.578001","10.5.1.26","23.52.181.181","TLSv1.3","198","Application Data"
"379","11.615770","10.5.1.26","40.126.53.9","TLSv1.2","320","Application Data"
"380","11.615999","10.5.1.26","40.126.53.9","TCP","1494","43175  >  443 [ACK] Seq=2906 Ack=6168 Win=65280 Len=1440 [TCP PDU reassembled in 381]"
"381","11.615999","10.5.1.26","40.126.53.9","TLSv1.2","605","Application Data"
"382","11.630122","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=265 Ack=2186 Win=68352 Len=0"
"383","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","373","Application Data"
"384","11.630122","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=584 Ack=2278 Win=68352 Len=0"
"385","11.630122","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=584 Ack=2967 Win=71296 Len=0"
"386","11.630122","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=584 Ack=3111 Win=74112 Len=0"
"387","11.630122","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=584 Ack=3255 Win=77056 Len=0"
"388","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","115","Application Data"
"389","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","85","Application Data"
"390","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","295","Application Data"
"391","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [ACK] Seq=917 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 394]"
"392","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [PSH, ACK] Seq=2369 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 394]"
"393","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [ACK] Seq=3821 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 394]"
"394","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","710","Application Data"
"395","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","1506","Application Data"
"396","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [PSH, ACK] Seq=7381 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 399]"
"397","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [ACK] Seq=8833 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 399]"
"398","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [PSH, ACK] Seq=10285 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 399]"
"399","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","154","Application Data"
"400","11.630122","23.52.181.181","10.5.1.26","TLSv1.3","293","Application Data"
"401","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [ACK] Seq=12076 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 407]"
"402","11.630122","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [PSH, ACK] Seq=13528 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 407]"
"403","11.631088","10.5.1.26","23.52.181.181","TCP","54","63014  >  443 [ACK] Seq=3255 Ack=14980 Win=65280 Len=0"
"404","11.631990","10.5.1.26","23.52.181.181","TLSv1.3","85","Application Data"
"405","11.634400","108.132.175.237","10.5.1.26","TLSv1.2","100","[TCP Previous segment not captured] , Application Data"
"406","11.679418","23.52.181.181","10.5.1.26","TCP","1506","443  >  63014 [ACK] Seq=14980 Ack=3255 Win=77056 Len=1452 [TCP PDU reassembled in 407]"
"407","11.679418","23.52.181.181","10.5.1.26","TLSv1.3","1395","Application Data"
"408","11.679551","10.5.1.26","23.52.181.181","TCP","54","63014  >  443 [ACK] Seq=3286 Ack=17773 Win=65280 Len=0"
"409","11.683460","40.126.53.9","10.5.1.26","TCP","54","443  >  43175 [ACK] Seq=6168 Ack=4897 Win=4194816 Len=0"
"410","11.689724","10.5.1.26","108.132.175.237","TCP","54","27640  >  443 [ACK] Seq=1 Ack=48 Win=254 Len=0"
"411","11.721427","23.52.181.181","10.5.1.26","TCP","54","443  >  63014 [ACK] Seq=17773 Ack=3286 Win=77056 Len=0"
"412","11.846500","40.126.53.9","10.5.1.26","TCP","1506","443  >  43175 [ACK] Seq=6168 Ack=4897 Win=4194816 Len=1452 [TCP PDU reassembled in 413]"
"413","11.846500","40.126.53.9","10.5.1.26","TLSv1.2","1404","Application Data"
"414","11.846668","10.5.1.26","40.126.53.9","TCP","54","43175  >  443 [ACK] Seq=4897 Ack=8970 Win=65280 Len=0"
"417","11.860807","10.5.1.26","20.20.35.96","TCP","66","63015  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"422","11.883702","10.5.1.26","20.190.177.19","TCP","66","63016  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"423","11.883702","10.5.1.26","20.190.177.19","TCP","66","63017  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"424","11.908569","20.20.35.96","10.5.1.26","TCP","66","443  >  63015 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"425","11.908846","10.5.1.26","20.20.35.96","TCP","54","63015  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"426","11.912244","10.5.1.26","20.20.35.96","TLSv1.2","238","Client Hello (SNI=graph.microsoft.com)"
"427","11.926652","49.12.193.137","10.5.1.26","TLSv1.2","81","Application Data"
"428","11.937835","20.190.177.19","10.5.1.26","TCP","66","443  >  63016 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"429","11.937835","20.190.177.19","10.5.1.26","TCP","66","443  >  63017 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"430","11.938097","10.5.1.26","20.190.177.19","TCP","54","63016  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"431","11.938195","10.5.1.26","20.190.177.19","TCP","54","63017  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"432","11.951073","10.5.1.26","20.190.177.19","TLSv1.3","529","Client Hello (SNI=login.microsoftonline.com)"
"433","11.951996","10.5.1.26","20.190.177.19","TLSv1.3","529","Client Hello (SNI=login.microsoftonline.com)"
"434","11.958301","20.20.35.96","10.5.1.26","TCP","1506","443  >  63015 [ACK] Seq=1 Ack=185 Win=12582656 Len=1452 [TCP PDU reassembled in 436]"
"435","11.958301","20.20.35.96","10.5.1.26","TCP","1506","443  >  63015 [ACK] Seq=1453 Ack=185 Win=12582656 Len=1452 [TCP PDU reassembled in 436]"
"436","11.958301","20.20.35.96","10.5.1.26","TLSv1.2","1105","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"437","11.966337","10.5.1.26","20.20.35.96","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"438","11.970474","10.5.1.26","49.12.193.137","TCP","54","1077  >  443 [ACK] Seq=2 Ack=28 Win=253 Len=0"
"439","11.971872","10.5.0.172","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"440","11.971872","10.5.0.172","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"441","12.011267","20.190.177.19","10.5.1.26","TLSv1.3","1506","Server Hello, Change Cipher Spec"
"442","12.011267","20.190.177.19","10.5.1.26","TCP","1506","443  >  63016 [ACK] Seq=1453 Ack=476 Win=4194304 Len=1452 [TCP PDU reassembled in 446]"
"443","12.011267","20.190.177.19","10.5.1.26","TCP","1506","443  >  63016 [ACK] Seq=2905 Ack=476 Win=4194304 Len=1452 [TCP PDU reassembled in 446]"
"444","12.011267","20.190.177.19","10.5.1.26","TCP","1506","443  >  63016 [ACK] Seq=4357 Ack=476 Win=4194304 Len=1452 [TCP PDU reassembled in 446]"
"445","12.011267","20.190.177.19","10.5.1.26","TCP","1506","443  >  63016 [ACK] Seq=5809 Ack=476 Win=4194304 Len=1452 [TCP PDU reassembled in 446]"
"446","12.011267","20.190.177.19","10.5.1.26","TLSv1.3","1261","Application Data"
"447","12.011267","20.190.177.19","10.5.1.26","TLSv1.3","1506","Server Hello, Change Cipher Spec"
"448","12.011267","20.190.177.19","10.5.1.26","TCP","1506","443  >  63017 [ACK] Seq=1453 Ack=476 Win=4194304 Len=1452 [TCP PDU reassembled in 449]"
"449","12.011267","20.190.177.19","10.5.1.26","TLSv1.3","1461","Application Data"
"450","12.011643","10.5.1.26","20.190.177.19","TCP","54","63016  >  443 [ACK] Seq=476 Ack=8468 Win=262144 Len=0"
"451","12.011740","10.5.1.26","20.190.177.19","TCP","54","63017  >  443 [ACK] Seq=476 Ack=4312 Win=262144 Len=0"
"452","12.012858","20.20.35.96","10.5.1.26","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"453","12.014000","10.5.1.26","20.20.35.96","TCP","1494","63015  >  443 [ACK] Seq=311 Ack=4007 Win=65280 Len=1440 [TCP PDU reassembled in 454]"
"454","12.014000","10.5.1.26","20.20.35.96","TLSv1.2","485","Application Data"
"455","12.033157","10.5.1.26","20.190.177.19","TLSv1.3","134","Change Cipher Spec, Application Data"
"456","12.033251","10.5.1.26","20.190.177.19","TLSv1.3","730","Application Data"
"457","12.033280","10.5.1.26","20.190.177.19","TCP","1494","63016  >  443 [ACK] Seq=1232 Ack=8468 Win=262144 Len=1440 [TCP PDU reassembled in 459]"
"458","12.033280","10.5.1.26","20.190.177.19","TCP","1494","63016  >  443 [ACK] Seq=2672 Ack=8468 Win=262144 Len=1440 [TCP PDU reassembled in 459]"
"459","12.033280","10.5.1.26","20.190.177.19","TLSv1.3","312","Application Data"
"460","12.047725","10.5.1.26","20.190.177.19","TLSv1.3","134","Change Cipher Spec, Application Data"
"461","12.047955","10.5.1.26","20.190.177.19","TLSv1.3","730","Application Data"
"462","12.048107","10.5.1.26","20.190.177.19","TCP","1494","63017  >  443 [ACK] Seq=1232 Ack=4312 Win=262144 Len=1440 [TCP PDU reassembled in 464]"
"463","12.048107","10.5.1.26","20.190.177.19","TCP","1494","63017  >  443 [ACK] Seq=2672 Ack=4312 Win=262144 Len=1440 [TCP PDU reassembled in 464]"
"464","12.048107","10.5.1.26","20.190.177.19","TLSv1.3","301","Application Data"
"465","12.061417","20.20.35.96","10.5.1.26","TCP","54","443  >  63015 [ACK] Seq=4007 Ack=2182 Win=12582912 Len=0"
"466","12.087532","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"467","12.087729","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"468","12.087780","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"469","12.087810","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"470","12.087860","10.5.1.26","195.175.179.186","QUIC","159","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"471","12.087971","10.5.1.26","195.175.179.186","QUIC","1286","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"472","12.088030","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"473","12.088067","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"474","12.088104","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"475","12.088146","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"476","12.088186","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
"477","12.088227","10.5.1.26","195.175.179.186","QUIC","1292","Protected Payload (KP0), DCID=017eeeda0bc1412a"
